"","Method","id","ace_a","ace_c","ace_e","n","NGroups","NDependentVars","NIndependentVars","NContinuousLatentVars","Parameters","TrueModel","aBIC_ce_0.01","aBIC_ce_0.025","aBIC_ce_0.05","aBIC_ce_0.1","aBIC_ce_0.5","aBIC_ce_0.9","aBIC_ce_0.95","aBIC_ce_0.975","aBIC_ce_0.99","aBIC_ce_NA","AIC_ce_0.01","AIC_ce_0.025","AIC_ce_0.05","AIC_ce_0.1","AIC_ce_0.5","AIC_ce_0.9","AIC_ce_0.95","AIC_ce_0.975","AIC_ce_0.99","AIC_ce_NA","BIC_ce_0.01","BIC_ce_0.025","BIC_ce_0.05","BIC_ce_0.1","BIC_ce_0.5","BIC_ce_0.9","BIC_ce_0.95","BIC_ce_0.975","BIC_ce_0.99","BIC_ce_NA","CFI_ce_0.01","CFI_ce_0.025","CFI_ce_0.05","CFI_ce_0.1","CFI_ce_0.5","CFI_ce_0.9","CFI_ce_0.95","CFI_ce_0.975","CFI_ce_0.99","CFI_ce_NA","ChiSqBaseline_DF_ce_0.01","ChiSqBaseline_DF_ce_0.025","ChiSqBaseline_DF_ce_0.05","ChiSqBaseline_DF_ce_0.1","ChiSqBaseline_DF_ce_0.5","ChiSqBaseline_DF_ce_0.9","ChiSqBaseline_DF_ce_0.95","ChiSqBaseline_DF_ce_0.975","ChiSqBaseline_DF_ce_0.99","ChiSqBaseline_DF_ce_NA","ChiSqBaseline_PValue_ce_0.01","ChiSqBaseline_PValue_ce_0.025","ChiSqBaseline_PValue_ce_0.05","ChiSqBaseline_PValue_ce_0.1","ChiSqBaseline_PValue_ce_0.5","ChiSqBaseline_PValue_ce_0.9","ChiSqBaseline_PValue_ce_0.95","ChiSqBaseline_PValue_ce_0.975","ChiSqBaseline_PValue_ce_0.99","ChiSqBaseline_PValue_ce_NA","ChiSqBaseline_Value_ce_0.01","ChiSqBaseline_Value_ce_0.025","ChiSqBaseline_Value_ce_0.05","ChiSqBaseline_Value_ce_0.1","ChiSqBaseline_Value_ce_0.5","ChiSqBaseline_Value_ce_0.9","ChiSqBaseline_Value_ce_0.95","ChiSqBaseline_Value_ce_0.975","ChiSqBaseline_Value_ce_0.99","ChiSqBaseline_Value_ce_NA","ChiSqM_DF_ce_0.01","ChiSqM_DF_ce_0.025","ChiSqM_DF_ce_0.05","ChiSqM_DF_ce_0.1","ChiSqM_DF_ce_0.5","ChiSqM_DF_ce_0.9","ChiSqM_DF_ce_0.95","ChiSqM_DF_ce_0.975","ChiSqM_DF_ce_0.99","ChiSqM_DF_ce_NA","ChiSqM_PValue_ce_0.01","ChiSqM_PValue_ce_0.025","ChiSqM_PValue_ce_0.05","ChiSqM_PValue_ce_0.1","ChiSqM_PValue_ce_0.5","ChiSqM_PValue_ce_0.9","ChiSqM_PValue_ce_0.95","ChiSqM_PValue_ce_0.975","ChiSqM_PValue_ce_0.99","ChiSqM_PValue_ce_NA","ChiSqM_Value_ce_0.01","ChiSqM_Value_ce_0.025","ChiSqM_Value_ce_0.05","ChiSqM_Value_ce_0.1","ChiSqM_Value_ce_0.5","ChiSqM_Value_ce_0.9","ChiSqM_Value_ce_0.95","ChiSqM_Value_ce_0.975","ChiSqM_Value_ce_0.99","ChiSqM_Value_ce_NA","LL_ce_0.01","LL_ce_0.025","LL_ce_0.05","LL_ce_0.1","LL_ce_0.5","LL_ce_0.9","LL_ce_0.95","LL_ce_0.975","LL_ce_0.99","LL_ce_NA","RMSEA_90CI_LB_ce_0.01","RMSEA_90CI_LB_ce_0.025","RMSEA_90CI_LB_ce_0.05","RMSEA_90CI_LB_ce_0.1","RMSEA_90CI_LB_ce_0.5","RMSEA_90CI_LB_ce_0.9","RMSEA_90CI_LB_ce_0.95","RMSEA_90CI_LB_ce_0.975","RMSEA_90CI_LB_ce_0.99","RMSEA_90CI_LB_ce_NA","RMSEA_90CI_UB_ce_0.01","RMSEA_90CI_UB_ce_0.025","RMSEA_90CI_UB_ce_0.05","RMSEA_90CI_UB_ce_0.1","RMSEA_90CI_UB_ce_0.5","RMSEA_90CI_UB_ce_0.9","RMSEA_90CI_UB_ce_0.95","RMSEA_90CI_UB_ce_0.975","RMSEA_90CI_UB_ce_0.99","RMSEA_90CI_UB_ce_NA","RMSEA_Estimate_ce_0.01","RMSEA_Estimate_ce_0.025","RMSEA_Estimate_ce_0.05","RMSEA_Estimate_ce_0.1","RMSEA_Estimate_ce_0.5","RMSEA_Estimate_ce_0.9","RMSEA_Estimate_ce_0.95","RMSEA_Estimate_ce_0.975","RMSEA_Estimate_ce_0.99","RMSEA_Estimate_ce_NA","RMSEA_pLT05_ce_0.01","RMSEA_pLT05_ce_0.025","RMSEA_pLT05_ce_0.05","RMSEA_pLT05_ce_0.1","RMSEA_pLT05_ce_0.5","RMSEA_pLT05_ce_0.9","RMSEA_pLT05_ce_0.95","RMSEA_pLT05_ce_0.975","RMSEA_pLT05_ce_0.99","RMSEA_pLT05_ce_NA","SRMR_ce_0.01","SRMR_ce_0.025","SRMR_ce_0.05","SRMR_ce_0.1","SRMR_ce_0.5","SRMR_ce_0.9","SRMR_ce_0.95","SRMR_ce_0.975","SRMR_ce_0.99","SRMR_ce_NA","TLI_ce_0.01","TLI_ce_0.025","TLI_ce_0.05","TLI_ce_0.1","TLI_ce_0.5","TLI_ce_0.9","TLI_ce_0.95","TLI_ce_0.975","TLI_ce_0.99","TLI_ce_NA","UnrestrictedLL_ce_0.01","UnrestrictedLL_ce_0.025","UnrestrictedLL_ce_0.05","UnrestrictedLL_ce_0.1","UnrestrictedLL_ce_0.5","UnrestrictedLL_ce_0.9","UnrestrictedLL_ce_0.95","UnrestrictedLL_ce_0.975","UnrestrictedLL_ce_0.99","UnrestrictedLL_ce_NA"
"33","cor",42,2,1,1,500,2,2,0,6,4,"ACE",5089.157,5106.258,5119.81,5135.629,5187.254,5237.492,5252.768,5265.039,5278.138,0,5083.962,5101.062,5114.615,5130.434,5182.059,5232.297,5247.573,5259.844,5272.943,0,5098.686,5115.786,5129.339,5145.157,5196.783,5247.02,5262.296,5274.567,5287.666,0,0.817,0.831,0.842,0.858,0.901,0.938,0.948,0.957,0.965,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,467.072,481.715,492.949,508.571,558.692,610.721,625.643,640.991,655.235,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1e-04,4e-04,0,26.231,30.856,35.2,40.848,61.967,87.088,95.41,102.921,111.627,0,-2538.981,-2547.531,-2554.308,-2562.217,-2588.03,-2613.148,-2620.786,-2626.922,-2633.472,0,0.045,0.054,0.062,0.07,0.098,0.124,0.131,0.138,0.145,0,0.105,0.113,0.12,0.129,0.155,0.18,0.188,0.195,0.202,0,0.074,0.083,0.09,0.098,0.125,0.151,0.159,0.166,0.173,0,0,0,0,0,0,0.003,0.012,0.03,0.08,0,0.036,0.039,0.042,0.045,0.056,0.067,0.071,0.073,0.077,0,0.948,0.952,0.955,0.959,0.972,0.982,0.985,0.988,0.99,0,-2508.169,-2515.363,-2523.019,-2530.509,-2556.526,-2581.58,-2589.374,-2595.01,-2602.234,0
"34","cor",44,1,2,1,500,2,2,0,6,4,"ACE",4937.906,4955.927,4972.091,4986.173,5042.182,5098.048,5114.067,5124.974,5141.503,0,4932.711,4950.732,4966.896,4980.978,5036.986,5092.853,5108.872,5119.779,5136.308,0,4947.434,4965.455,4981.619,4995.701,5051.71,5107.576,5123.596,5134.502,5151.031,0,0.929,0.938,0.946,0.954,0.979,0.997,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,564.345,578.872,591.366,607.913,663.041,719.756,735.218,748.05,768.242,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0034,0.2371,0.4489,0.6528,0.8527,0,3.303,5.023,6.792,9.221,21.23,37.644,43.117,48.231,54.137,0,-2463.355,-2472.366,-2480.448,-2487.489,-2515.493,-2543.426,-2551.436,-2556.889,-2565.154,0,0,0,0,0,0.034,0.066,0.074,0.081,0.088,0,0.03,0.044,0.054,0.064,0.096,0.124,0.132,0.138,0.146,0,0,0,0,0.025,0.064,0.094,0.102,0.109,0.116,0,0,0,0.002,0.006,0.201,0.825,0.926,0.971,0.993,0,0.011,0.013,0.016,0.018,0.028,0.038,0.041,0.043,0.046,0,0.98,0.982,0.984,0.987,0.994,0.999,1,1.001,1.002,0,-2451.714,-2461.83,-2468.207,-2475.993,-2504.35,-2531.886,-2540.11,-2546.425,-2553.676,0
"35","cor",45,2,2,1,500,2,2,0,6,4,"ACE",4901.131,4916.163,4932.372,4949.998,5010.766,5065.673,5082.983,5094.923,5110.216,0,4895.936,4910.968,4927.177,4944.803,5005.571,5060.478,5077.788,5089.727,5105.021,0,4910.659,4925.691,4941.901,4959.526,5020.294,5075.201,5092.511,5104.451,5119.744,0,0.859,0.873,0.883,0.892,0.926,0.956,0.964,0.969,0.974,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,630.643,647.792,662.567,678.185,735.104,794.742,811.986,826.145,839.937,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,1e-04,7e-04,0,25.252,29.026,33.546,38.549,61.469,86.663,93.643,101.374,111.213,0,-2444.968,-2452.484,-2460.589,-2469.401,-2499.786,-2527.239,-2535.894,-2541.864,-2549.51,0,0.043,0.051,0.059,0.067,0.097,0.123,0.13,0.137,0.145,0,0.104,0.11,0.118,0.125,0.154,0.18,0.186,0.193,0.202,0,0.072,0.079,0.087,0.095,0.125,0.151,0.157,0.164,0.173,0,0,0,0,0,0,0.005,0.017,0.046,0.097,0,0.028,0.03,0.033,0.035,0.045,0.054,0.057,0.059,0.062,0,0.96,0.964,0.966,0.969,0.979,0.987,0.99,0.991,0.993,0,-2415.797,-2422.438,-2429.879,-2438.483,-2468.317,-2496.744,-2504.54,-2511.953,-2520.39,0
"36","cor",46,0,0,2,500,2,2,0,6,4,"E",5677.824,5678.803,5679.881,5681.064,5682.918,5682.945,5682.945,5682.945,5682.945,715,5672.629,5673.608,5674.686,5675.869,5677.723,5677.75,5677.75,5677.75,5677.75,715,5687.352,5688.331,5689.409,5690.592,5692.446,5692.473,5692.473,5692.473,5692.473,715,0.833,1,1,1,1,1,1,1,1,715,2,2,2,2,2,2,2,2,2,715,0.0123,0.0277,0.0521,0.0983,0.5296,0.9125,0.9573,0.9793,0.9917,715,0.016,0.04,0.087,0.183,1.27,4.623,5.904,7.161,8.739,715,7,7,7,7,7,7,7,7,7,715,0.3322,0.5111,0.6463,0.8159,0.9986,1,1,1,1,715,0,0.002,0.008,0.032,0.659,3.678,5.087,6.24,7.965,715,-2833.315,-2833.804,-2834.343,-2834.934,-2835.861,-2835.875,-2835.875,-2835.875,-2835.875,715,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0.034,0.045,0.051,0.059,715,0,0,0,0,0,0,0,0,0.017,715,0.881,0.943,0.97,0.99,1,1,1,1,1,715,0,0.001,0.001,0.003,0.011,0.027,0.032,0.035,0.04,715,0.952,1,1,1,1,2.868,5.793,9.812,23.891,715,-2831.476,-2832.288,-2832.92,-2833.555,-2835.239,-2835.784,-2835.831,-2835.854,-2835.867,715
"37","cor",47,1,0,2,500,2,2,0,6,4,"AE",5576.218,5584.334,5589.653,5596.277,5618.633,5637.018,5641.881,5645.814,5650.122,0,5571.023,5579.138,5584.458,5591.082,5613.438,5631.823,5636.686,5640.619,5644.927,0,5585.746,5593.862,5599.182,5605.805,5628.161,5646.546,5651.409,5655.342,5659.65,0,0.743,0.787,0.82,0.862,0.979,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,39.546,44.133,48.79,54.443,73.834,97.186,104.067,110.783,119.751,0,7,7,7,7,7,7,7,7,7,0,2e-04,0.001,0.0038,0.0129,0.294,0.925,0.9832,0.998,0.9999,0,0.269,0.738,1.464,2.523,8.453,17.769,20.981,24.208,28.007,0,-2782.512,-2786.569,-2789.229,-2792.541,-2803.719,-2812.911,-2815.343,-2817.309,-2819.464,0,0,0,0,0,0,0.024,0.033,0.041,0.049,0,0,0,0,0.018,0.061,0.088,0.095,0.102,0.109,0,0,0,0,0,0.02,0.055,0.063,0.07,0.077,0,0.056,0.119,0.209,0.341,0.862,0.997,1,1,1,0,0.007,0.011,0.016,0.02,0.037,0.054,0.059,0.063,0.067,0,0.927,0.939,0.948,0.961,0.994,1.02,1.026,1.03,1.037,0,-2775.95,-2780.422,-2783.792,-2787.275,-2798.957,-2808.646,-2811.473,-2813.765,-2816.071,0
"38","cor",48,2,0,2,500,2,2,0,6,4,"AE",5470.378,5480.163,5489.481,5499.434,5531.352,5560.265,5567.176,5574.096,5580.507,0,5465.183,5474.968,5484.286,5494.239,5526.157,5555.07,5561.981,5568.901,5575.312,0,5479.907,5489.692,5499.009,5508.962,5540.88,5569.793,5576.704,5583.624,5590.035,0,0.742,0.771,0.793,0.818,0.9,0.967,0.982,0.995,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,124.011,131.345,138.759,146.776,177.305,211.27,220.871,230.113,240.747,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,9e-04,0.0821,0.1857,0.3527,0.52,0,6.142,7.768,10.044,12.594,24.58,40.398,45.377,49.958,55.072,0,-2729.592,-2734.484,-2739.143,-2744.119,-2760.078,-2774.535,-2777.99,-2781.451,-2784.656,0,0,0,0,0,0.042,0.07,0.077,0.083,0.09,0,0.051,0.058,0.067,0.075,0.102,0.128,0.135,0.141,0.147,0,0,0.015,0.029,0.04,0.071,0.098,0.105,0.111,0.117,0,0,0,0.001,0.003,0.111,0.633,0.782,0.891,0.945,0,0.027,0.031,0.036,0.04,0.056,0.071,0.076,0.08,0.084,0,0.926,0.935,0.941,0.948,0.971,0.99,0.995,0.999,1.002,0,-2715.489,-2720.816,-2725.429,-2730.223,-2747.213,-2762.483,-2766.489,-2770.196,-2773.791,0
"39","cor",50,1,1,2,500,2,2,0,6,4,"ACE",5401.816,5412.143,5423.213,5433.998,5470.627,5503.653,5513.481,5523.235,5532.358,0,5396.62,5406.948,5418.018,5428.803,5465.432,5498.458,5508.286,5518.039,5527.163,0,5411.344,5421.672,5432.741,5443.527,5480.155,5513.181,5523.009,5532.763,5541.886,0,0.913,0.932,0.945,0.959,0.998,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,156.772,168.079,177.386,187.43,221.04,257.462,269.268,278.513,290.307,0,7,7,7,7,7,7,7,7,7,0,4e-04,0.0019,0.0076,0.0238,0.3937,0.974,0.9966,0.9999,1,0,0.1,0.316,0.874,1.712,7.345,16.121,19.186,22.681,26.698,0,-2695.31,-2700.474,-2706.009,-2711.402,-2729.716,-2746.229,-2751.143,-2756.02,-2760.581,0,0,0,0,0,0,0.017,0.028,0.037,0.046,0,0,0,0,0,0.057,0.084,0.091,0.099,0.106,0,0,0,0,0,0.01,0.051,0.059,0.067,0.075,0,0.073,0.156,0.278,0.426,0.907,0.999,1,1,1,0,0.003,0.006,0.01,0.014,0.028,0.042,0.046,0.049,0.054,0,0.975,0.981,0.984,0.988,1,1.007,1.008,1.009,1.01,0,-2690.715,-2696.391,-2701.187,-2707.14,-2725.344,-2742.158,-2747.149,-2751.793,-2757.346,0
"40","cor",51,2,1,2,500,2,2,0,6,4,"ACE",5318.399,5330.93,5340.844,5352.364,5395.19,5434.438,5444.968,5454.708,5464.231,0,5313.204,5325.735,5335.649,5347.169,5389.995,5429.243,5439.773,5449.513,5459.036,0,5327.927,5340.458,5350.372,5361.892,5404.718,5443.966,5454.496,5464.236,5473.76,0,0.853,0.869,0.884,0.899,0.949,0.986,0.995,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,239.568,250.348,260.027,270.551,312,354.785,366.797,376.909,389.059,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0018,0.1321,0.2871,0.4725,0.6885,0,4.751,6.575,8.484,11.149,22.83,38.612,44.327,49.208,54.878,0,-2653.602,-2659.867,-2664.824,-2670.585,-2691.997,-2711.621,-2716.886,-2721.756,-2726.518,0,0,0,0,0,0.038,0.067,0.075,0.082,0.089,0,0.043,0.053,0.061,0.071,0.099,0.125,0.133,0.14,0.147,0,0,0,0.021,0.034,0.067,0.095,0.103,0.11,0.117,0,0,0,0.001,0.005,0.152,0.72,0.858,0.933,0.976,0,0.021,0.024,0.027,0.031,0.045,0.059,0.062,0.066,0.07,0,0.958,0.962,0.967,0.971,0.985,0.996,0.998,1,1.002,0,-2641.208,-2647.391,-2652.469,-2658.466,-2679.855,-2700.581,-2705.809,-2710.673,-2716.034,0
"41","cor",53,1,2,2,500,2,2,0,6,4,"ACE",5235.109,5250.289,5264.568,5277.81,5322.953,5366.766,5379.902,5390.245,5401.881,0,5229.914,5245.094,5259.373,5272.614,5317.758,5361.571,5374.707,5385.05,5396.686,0,5244.637,5259.818,5274.097,5287.338,5332.481,5376.294,5389.43,5399.773,5411.409,0,0.944,0.956,0.965,0.975,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,287.934,300.954,310.709,323.928,367.675,413.516,426.255,439.816,456.835,0,7,7,7,7,7,7,7,7,7,0,2e-04,0.0016,0.006,0.0229,0.4809,0.9909,0.9992,1,1,0,0.033,0.196,0.554,1.194,6.513,16.242,19.796,23.132,27.86,0,-2611.957,-2619.547,-2626.687,-2633.307,-2655.879,-2677.785,-2684.353,-2689.525,-2695.343,0,0,0,0,0,0,0.018,0.03,0.038,0.049,0,0,0,0,0,0.053,0.085,0.093,0.1,0.108,0,0,0,0,0,0,0.051,0.06,0.068,0.077,0,0.058,0.143,0.253,0.421,0.935,1,1,1,1,0,0.002,0.004,0.006,0.009,0.022,0.035,0.039,0.042,0.046,0,0.984,0.987,0.99,0.993,1,1.005,1.005,1.005,1.006,0,-2607.453,-2615.924,-2622.728,-2629.089,-2652.025,-2673.905,-2680.397,-2685.307,-2691.751,0
"42","cor",54,2,2,2,500,2,2,0,6,4,"ACE",5175.473,5189.886,5204.564,5216.647,5268.039,5311.916,5324.942,5334.732,5348.954,0,5170.278,5184.691,5199.369,5211.452,5262.844,5306.721,5319.747,5329.537,5343.759,0,5185.002,5199.414,5214.092,5226.175,5277.568,5321.444,5334.47,5344.261,5358.482,0,0.893,0.907,0.918,0.93,0.966,0.992,0.998,1,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,355.226,369.631,380.667,394.094,438.86,488.862,502.165,515.904,529.628,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0.0027,0.1663,0.3336,0.5177,0.7251,0,4.387,6.164,7.978,10.413,21.799,37.936,42.967,49.042,54.043,0,-2582.139,-2589.345,-2596.685,-2602.726,-2628.422,-2650.361,-2656.874,-2661.769,-2668.88,0,0,0,0,0,0.035,0.066,0.074,0.082,0.088,0,0.04,0.051,0.059,0.068,0.097,0.124,0.131,0.139,0.146,0,0,0,0.017,0.031,0.065,0.094,0.101,0.11,0.116,0,0,0,0.002,0.006,0.182,0.762,0.882,0.945,0.981,0,0.017,0.019,0.022,0.025,0.037,0.05,0.053,0.056,0.06,0,0.969,0.973,0.977,0.98,0.99,0.998,0.999,1.001,1.002,0,-2570.935,-2577.887,-2584.732,-2591.396,-2616.435,-2638.816,-2645.461,-2651.036,-2657.953,0
"43","cor",55,0,0,1,1000,2,2,0,6,4,"E",11355.15,11356.65,11357.9,11358.9,11360.75,11360.78,11360.78,11360.78,11360.78,607,11347.88,11349.38,11350.62,11351.62,11353.48,11353.51,11353.51,11353.51,11353.51,607,11364.68,11366.18,11367.43,11368.43,11370.28,11370.31,11370.31,11370.31,11370.31,607,1,1,1,1,1,1,1,1,1,607,2,2,2,2,2,2,2,2,2,607,0.0145,0.0324,0.0614,0.1191,0.5498,0.9137,0.9544,0.979,0.9916,607,0.017,0.042,0.093,0.18,1.194,4.245,5.567,6.847,8.46,607,7,7,7,7,7,7,7,7,7,607,0.4353,0.5781,0.7296,0.8637,0.9983,1,1,1,1,607,0,0.002,0.01,0.038,0.705,3.217,4.425,5.667,6.931,607,-5670.94,-5671.689,-5672.312,-5672.813,-5673.738,-5673.753,-5673.753,-5673.753,-5673.753,607,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0.02,0.028,0.034,0.039,607,0,0,0,0,0,0,0,0,0,607,0.993,0.997,0.999,1,1,1,1,1,1,607,0,0,0.001,0.002,0.008,0.018,0.021,0.024,0.026,607,1,1,1,1,1,3.09,5.256,10.859,23.261,607,-5669.523,-5670.325,-5670.962,-5671.625,-5673.155,-5673.663,-5673.706,-5673.732,-5673.745,607
"44","cor",56,1,0,1,1000,2,2,0,6,4,"AE",10974.32,10988.38,10999.75,11013.04,11057.33,11098.66,11110.66,11121.34,11130.52,0,10967.05,10981.11,10992.47,11005.77,11050.06,11091.38,11103.39,11114.06,11123.25,0,10983.85,10997.91,11009.28,11022.57,11066.86,11108.19,11120.19,11130.87,11140.05,0,0.774,0.792,0.808,0.826,0.88,0.926,0.937,0.946,0.957,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,273.445,286.914,297.023,309.298,353.274,400.433,414.166,426.298,439.651,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,2e-04,7e-04,0.0029,0,21.549,25.252,28.179,32.459,49.17,69.728,76.018,82.702,91.052,0,-5480.523,-5487.553,-5493.237,-5499.885,-5522.029,-5542.692,-5548.693,-5554.032,-5558.625,0,0.024,0.031,0.035,0.04,0.058,0.075,0.08,0.085,0.09,0,0.068,0.073,0.077,0.082,0.099,0.115,0.12,0.125,0.13,0,0.046,0.051,0.055,0.06,0.078,0.095,0.099,0.104,0.11,0,0,0,0,0,0.011,0.184,0.312,0.426,0.585,0,0.037,0.04,0.042,0.045,0.056,0.067,0.07,0.073,0.076,0,0.935,0.941,0.945,0.95,0.966,0.979,0.982,0.985,0.988,0,-5453.631,-5460.573,-5466.651,-5473.521,-5497.099,-5519.091,-5525.184,-5530.091,-5537.025,0
"45","cor",57,2,0,1,1000,2,2,0,6,4,"AE",10681.12,10696.21,10711.51,10727.75,10785.68,10840.27,10856.51,10871.06,10883.8,0,10673.85,10688.94,10704.24,10720.48,10778.41,10833,10849.24,10863.79,10876.52,0,10690.66,10705.74,10721.04,10737.28,10795.21,10849.8,10866.04,10880.59,10893.33,0,0.739,0.755,0.768,0.78,0.826,0.865,0.876,0.886,0.898,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,598.986,616.028,631.577,647.418,705.922,767.061,784.217,799.861,816.027,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,76.676,84.911,92.38,100.08,129.381,164.246,173.785,183.578,196.78,0,-5333.927,-5341.47,-5349.12,-5357.238,-5386.204,-5413.499,-5421.619,-5428.896,-5435.262,0,0.08,0.086,0.091,0.096,0.113,0.13,0.135,0.139,0.145,0,0.12,0.126,0.131,0.136,0.153,0.17,0.175,0.179,0.185,0,0.1,0.105,0.11,0.115,0.132,0.15,0.154,0.159,0.165,0,0,0,0,0,0,0,0,0,0,0,0.057,0.06,0.062,0.065,0.074,0.084,0.087,0.089,0.093,0,0.925,0.93,0.934,0.937,0.95,0.961,0.965,0.967,0.971,0,-5265.716,-5273.771,-5281.585,-5290.177,-5320.782,-5350.022,-5357.93,-5365.711,-5374.122,0
"46","cor",59,1,1,1,1000,2,2,0,6,4,"ACE",10410.19,10427.6,10443.05,10461.89,10527.7,10596.15,10614.4,10629.45,10645.42,0,10402.92,10420.33,10435.77,10454.61,10520.42,10588.88,10607.13,10622.18,10638.14,0,10419.72,10437.13,10452.58,10471.42,10537.23,10605.68,10623.93,10638.99,10654.95,0,0.913,0.92,0.927,0.934,0.958,0.978,0.983,0.987,0.99,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,757.766,772.157,788.241,808.143,877.271,945.154,966.318,980.98,999.563,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,6e-04,0.0026,0.0094,0.0351,0,15.04,18.574,21.927,25.599,44.26,65.204,72.09,78.13,84.423,0,-5198.457,-5207.163,-5214.887,-5224.307,-5257.212,-5291.441,-5300.565,-5308.091,-5316.072,0,0.008,0.019,0.025,0.031,0.053,0.072,0.077,0.081,0.086,0,0.058,0.064,0.069,0.074,0.094,0.112,0.117,0.122,0.126,0,0.034,0.041,0.046,0.052,0.073,0.091,0.096,0.101,0.105,0,0,0,0,0,0.028,0.412,0.572,0.719,0.854,0,0.022,0.024,0.026,0.029,0.037,0.046,0.048,0.05,0.052,0,0.975,0.977,0.979,0.981,0.988,0.994,0.995,0.996,0.997,0,-5173.953,-5183.169,-5190.55,-5201.175,-5235.081,-5269.665,-5279.433,-5287.61,-5294.847,0
"47","cor",60,2,1,1,1000,2,2,0,6,4,"ACE",10235.36,10260.5,10276.43,10296.79,10370.71,10442.57,10460.96,10478.41,10495.56,0,10228.09,10253.23,10269.15,10289.51,10363.44,10435.3,10453.69,10471.14,10488.29,0,10244.89,10270.03,10285.96,10306.32,10380.24,10452.1,10470.49,10487.94,10505.09,0,0.837,0.849,0.857,0.866,0.895,0.922,0.929,0.935,0.942,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,983.547,1005.045,1024.303,1043.037,1114.319,1189.556,1209.652,1227.828,1252.202,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,70.211,78.148,84.902,93.071,123.534,157.402,167.447,178.049,192.396,0,-5111.045,-5123.614,-5131.577,-5141.757,-5178.719,-5214.647,-5223.844,-5232.569,-5241.143,0,0.076,0.081,0.086,0.091,0.11,0.127,0.132,0.137,0.143,0,0.116,0.122,0.126,0.131,0.149,0.167,0.172,0.177,0.183,0,0.095,0.101,0.105,0.111,0.129,0.147,0.151,0.156,0.163,0,0,0,0,0,0,0,0,0,0,0,0.041,0.044,0.046,0.048,0.056,0.064,0.066,0.068,0.071,0,0.953,0.957,0.959,0.962,0.97,0.978,0.98,0.981,0.983,0,-5047.541,-5059.816,-5068.879,-5078.952,-5116.567,-5152.214,-5161.528,-5171.103,-5181.449,0
"48","cor",62,1,2,1,1000,2,2,0,6,4,"ACE",9936.977,9957.443,9974.918,9998.348,10080.581,10158.943,10182.305,10200.027,10221.788,0,9929.706,9950.171,9967.646,9991.076,10073.31,10151.672,10175.034,10192.755,10214.517,0,9946.508,9966.974,9984.449,10007.879,10090.112,10168.474,10191.836,10209.558,10231.32,0,0.942,0.947,0.952,0.957,0.973,0.987,0.99,0.992,0.995,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1182.637,1203.944,1222.077,1245.308,1323.573,1404.45,1427.968,1445.406,1469.069,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,9e-04,0.0049,0.0163,0.0684,0,13.041,17.101,20.288,24.619,42.208,63.373,69.85,77.407,84.687,0,-4961.853,-4972.086,-4980.823,-4992.538,-5033.655,-5072.836,-5084.517,-5093.378,-5104.258,0,0,0.015,0.022,0.03,0.051,0.07,0.075,0.081,0.086,0,0.054,0.061,0.066,0.072,0.092,0.111,0.116,0.121,0.126,0,0.029,0.038,0.044,0.05,0.071,0.09,0.095,0.1,0.105,0,0,0,0,0.001,0.041,0.452,0.645,0.778,0.909,0,0.015,0.018,0.019,0.021,0.028,0.035,0.036,0.038,0.04,0,0.983,0.985,0.986,0.988,0.992,0.996,0.997,0.998,0.999,0,-4939.214,-4950.984,-4959.715,-4971.527,-5011.949,-5051.042,-5062.578,-5071.7,-5082.33,0
